protein	gene	uniprot	version	panel	sumstat_dir	chr	tss	gene_start	gene_end	strand	gene_id	annotation_matches	annotation_status	resource_source
OID20160	PLXNB3	Q9ULL4	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PLXNB3_Q9ULL4_OID20160_v1_Cardiometabolic	23	153764196	153764196	153779346	1	ENSG00000198753	1	unique_match	UKBB_EUR
OID20161	TYRO3	Q06418	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TYRO3_Q06418_OID20161_v1_Cardiometabolic	15	41557675	41557675	41583586	1	ENSG00000092445	1	unique_match	UKBB_EUR
OID20162	EIF4EBP1	Q13541	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/EIF4EBP1_Q13541_OID20162_v1_Cardiometabolic	8	38030341	38030341	38060365	1	ENSG00000187840	1	unique_match	UKBB_EUR
OID20163	PDCD6	O75340	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PDCD6_O75340_OID20163_v1_Cardiometabolic	5	271621	271621	353856	1	ENSG00000249915	1	unique_match	UKBB_EUR
OID20164	APLP1	P51693	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/APLP1_P51693_OID20164_v1_Cardiometabolic	19	35867899	35867899	35879791	1	ENSG00000105290	1	unique_match	UKBB_EUR
OID20165	CLEC5A	Q9NY25	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic	7	141947007	141927357	141947007	-1	ENSG00000258227	1	unique_match	UKBB_EUR
OID20166	GSTA1	P08263	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GSTA1_P08263_OID20166_v1_Cardiometabolic	6	52803910	52791664	52803910	-1	ENSG00000243955	1	unique_match	UKBB_EUR
OID20167	IGSF8	Q969P0	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/IGSF8_Q969P0_OID20167_v1_Cardiometabolic	1	160098943	160091340	160098943	-1	ENSG00000162729	1	unique_match	UKBB_EUR
OID20168	MEP1B	Q16820	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MEP1B_Q16820_OID20168_v1_Cardiometabolic	18	32185069	32185069	32220404	1	ENSG00000141434	1	unique_match	UKBB_EUR
OID20169	SDC1	P18827	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SDC1_P18827_OID20169_v1_Cardiometabolic	2	20225433	20200797	20225433	-1	ENSG00000115884	1	unique_match	UKBB_EUR
OID20170	CDH2	P19022	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CDH2_P19022_OID20170_v1_Cardiometabolic	18	28177446	27950966	28177446	-1	ENSG00000170558	1	unique_match	UKBB_EUR
OID20171	MCFD2	Q8NI22	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MCFD2_Q8NI22_OID20171_v1_Cardiometabolic	2	46941855	46901870	46941855	-1	ENSG00000180398	2	multi_match_first	UKBB_EUR
OID20172	FCRL1	Q96LA6	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FCRL1_Q96LA6_OID20172_v1_Cardiometabolic	1	157820105	157794403	157820105	-1	ENSG00000163534	1	unique_match	UKBB_EUR
OID20173	GPNMB	Q14956	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GPNMB_Q14956_OID20173_v1_Cardiometabolic	7	23235967	23235967	23275108	1	ENSG00000136235	1	unique_match	UKBB_EUR
OID20174	QDPR	P09417	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/QDPR_P09417_OID20174_v1_Cardiometabolic	4	17512234	17460261	17512234	-1	ENSG00000151552	1	unique_match	UKBB_EUR
OID20175	GHRL	Q9UBU3	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GHRL_Q9UBU3_OID20175_v1_Cardiometabolic	3	10292947	10285675	10292947	-1	ENSG00000157017	1	unique_match	UKBB_EUR
OID20176	PPP1R2	P41236	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PPP1R2_P41236_OID20176_v1_Cardiometabolic	3	195543386	195514425	195543386	-1	ENSG00000184203	1	unique_match	UKBB_EUR
OID20177	CD2AP	Q9Y5K6	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CD2AP_Q9Y5K6_OID20177_v1_Cardiometabolic	6	47477789	47477789	47627263	1	ENSG00000198087	1	unique_match	UKBB_EUR
OID20178	NADK	O95544	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NADK_O95544_OID20178_v1_Cardiometabolic	1	1780457	1751232	1780457	-1	ENSG00000008130	1	unique_match	UKBB_EUR
OID20179	CBLIF	P27352	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CBLIF_P27352_OID20179_v1_Cardiometabolic							0	missing	UKBB_EUR
OID20180	TINAGL1	Q9GZM7	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TINAGL1_Q9GZM7_OID20180_v1_Cardiometabolic	1	31576485	31576485	31587686	1	ENSG00000142910	1	unique_match	UKBB_EUR
OID20181	CANT1	Q8WVQ1	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CANT1_Q8WVQ1_OID20181_v1_Cardiometabolic	17	79009867	78991717	79009867	-1	ENSG00000171302	1	unique_match	UKBB_EUR
OID20182	SSC4D	Q8WTU2	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SSC4D_Q8WTU2_OID20182_v1_Cardiometabolic	7	76409695	76389334	76409695	-1	ENSG00000146700	1	unique_match	UKBB_EUR
OID20183	OLR1	P78380	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/OLR1_P78380_OID20183_v1_Cardiometabolic	12	10172138	10158301	10172138	-1	ENSG00000173391	1	unique_match	UKBB_EUR
OID20184	DIABLO	Q9NR28	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/DIABLO_Q9NR28_OID20184_v1_Cardiometabolic	12	122227534	122207662	122227534	-1	ENSG00000184047	1	unique_match	UKBB_EUR
OID20185	LRP11	Q86VZ4	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LRP11_Q86VZ4_OID20185_v1_Cardiometabolic	6	149864026	149818798	149864026	-1	ENSG00000120256	1	unique_match	UKBB_EUR
OID20186	SEMA3F	Q13275	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SEMA3F_Q13275_OID20186_v1_Cardiometabolic	3	50155045	50155045	50189075	1	ENSG00000001617	1	unique_match	UKBB_EUR
OID20187	LEP	P41159	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LEP_P41159_OID20187_v1_Cardiometabolic	7	128241284	128241284	128257628	1	ENSG00000174697	1	unique_match	UKBB_EUR
OID20188	LPL	P06858	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LPL_P06858_OID20188_v1_Cardiometabolic	8	19901717	19901717	19967258	1	ENSG00000175445	1	unique_match	UKBB_EUR
OID20189	ADGRG2	Q8IZP9	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ADGRG2_Q8IZP9_OID20189_v1_Cardiometabolic	23	19122637	18989309	19122637	-1	ENSG00000173698	1	unique_match	UKBB_EUR
OID20190	SIGLEC7	Q9Y286	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SIGLEC7_Q9Y286_OID20190_v1_Cardiometabolic	19	51142299	51142299	51153526	1	ENSG00000168995	1	unique_match	UKBB_EUR
OID20191	NPTXR	O95502	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NPTXR_O95502_OID20191_v1_Cardiometabolic	22	38843982	38818452	38843982	-1	ENSG00000221890	1	unique_match	UKBB_EUR
OID20192	GRAP2	O75791	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GRAP2_O75791_OID20192_v1_Cardiometabolic	22	39901082	39901082	39973721	1	ENSG00000100351	1	unique_match	UKBB_EUR
OID20193	CDHR5	Q9HBB8	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CDHR5_Q9HBB8_OID20193_v1_Cardiometabolic	11	626078	616565	626078	-1	ENSG00000099834	1	unique_match	UKBB_EUR
OID20194	THOP1	P52888	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/THOP1_P52888_OID20194_v1_Cardiometabolic	19	2785460	2785460	2815807	1	ENSG00000172009	1	unique_match	UKBB_EUR
OID20195	GLRX	P35754	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GLRX_P35754_OID20195_v1_Cardiometabolic	5	95823005	95751319	95823005	-1	ENSG00000173221	1	unique_match	UKBB_EUR
OID20196	KITLG	P21583	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/KITLG_P21583_OID20196_v1_Cardiometabolic	12	88580851	88492793	88580851	-1	ENSG00000049130	1	unique_match	UKBB_EUR
OID20197	PILRB	Q9UKJ0	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PILRB_Q9UKJ0_OID20197_v1_Cardiometabolic	7	100352176	100352176	100367733	1	ENSG00000121716	1	unique_match	UKBB_EUR
OID20198	CLUL1	Q15846	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CLUL1_Q15846_OID20198_v1_Cardiometabolic	18	596988	596988	650334	1	ENSG00000079101	1	unique_match	UKBB_EUR
OID20199	AHCY	P23526	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/AHCY_P23526_OID20199_v1_Cardiometabolic	20	34311802	34280268	34311802	-1	ENSG00000101444	1	unique_match	UKBB_EUR
OID20200	FABP2	P12104	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FABP2_P12104_OID20200_v1_Cardiometabolic	4	119322390	119317250	119322390	-1	ENSG00000145384	1	unique_match	UKBB_EUR
OID20201	REN	P00797	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/REN_P00797_OID20201_v1_Cardiometabolic	1	204190324	204154819	204190324	-1	ENSG00000143839	1	unique_match	UKBB_EUR
OID20202	GDF2	Q9UK05	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GDF2_Q9UK05_OID20202_v1_Cardiometabolic	10	47322490	47322490	47326270	1	ENSG00000263761	1	unique_match	UKBB_EUR
OID20203	RNASE3	P12724	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/RNASE3_P12724_OID20203_v1_Cardiometabolic	14	20891399	20891399	20892348	1	ENSG00000169397	1	unique_match	UKBB_EUR
OID20204	SOST	Q9BQB4	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SOST_Q9BQB4_OID20204_v1_Cardiometabolic	17	43758788	43753731	43758788	-1	ENSG00000167941	1	unique_match	UKBB_EUR
OID20205	NPDC1	Q9NQX5	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NPDC1_Q9NQX5_OID20205_v1_Cardiometabolic	9	137046203	137039470	137046203	-1	ENSG00000107281	1	unique_match	UKBB_EUR
OID20206	CD69	Q07108	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CD69_Q07108_OID20206_v1_Cardiometabolic	12	9760901	9752486	9760901	-1	ENSG00000110848	1	unique_match	UKBB_EUR
OID20207	CXCL5	P42830	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CXCL5_P42830_OID20207_v1_Cardiometabolic	4	73998779	73995642	73998779	-1	ENSG00000163735	1	unique_match	UKBB_EUR
OID20208	COL4A1	P02462	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/COL4A1_P02462_OID20208_v1_Cardiometabolic	13	110307149	110148963	110307149	-1	ENSG00000187498	1	unique_match	UKBB_EUR
OID20209	LILRA5	A6NI73	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LILRA5_A6NI73_OID20209_v1_Cardiometabolic	19	54313139	54307070	54313139	-1	ENSG00000187116	1	unique_match	UKBB_EUR
OID20210	MARCO	Q9UEW3	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MARCO_Q9UEW3_OID20210_v1_Cardiometabolic	2	118942166	118942166	118994660	1	ENSG00000019169	1	unique_match	UKBB_EUR
OID20211	ANGPTL1	O95841	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ANGPTL1_O95841_OID20211_v1_Cardiometabolic	1	178871052	178849705	178871052	-1	ENSG00000116194	1	unique_match	UKBB_EUR
OID20212	PRSS27	Q9BQR3	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PRSS27_Q9BQR3_OID20212_v1_Cardiometabolic	16	2720551	2712418	2720551	-1	ENSG00000172382	1	unique_match	UKBB_EUR
OID20213	SORT1	Q99523	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SORT1_Q99523_OID20213_v1_Cardiometabolic	1	109397951	109309568	109397951	-1	ENSG00000134243	1	unique_match	UKBB_EUR
OID20214	SFTPD	P35247	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SFTPD_P35247_OID20214_v1_Cardiometabolic	10	79982614	79937740	79982614	-1	ENSG00000133661	1	unique_match	UKBB_EUR
OID20215	DDC	P20711	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/DDC_P20711_OID20215_v1_Cardiometabolic	7	50565457	50458436	50565457	-1	ENSG00000132437	1	unique_match	UKBB_EUR
OID20216	SDC4	P31431	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SDC4_P31431_OID20216_v1_Cardiometabolic	20	45348424	45325288	45348424	-1	ENSG00000124145	1	unique_match	UKBB_EUR
OID20217	HMOX1	P09601	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/HMOX1_P09601_OID20217_v1_Cardiometabolic	22	35380361	35380361	35394214	1	ENSG00000100292	1	unique_match	UKBB_EUR
OID20218	SNAP23	O00161	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SNAP23_O00161_OID20218_v1_Cardiometabolic	15	42491233	42491233	42545356	1	ENSG00000092531	1	unique_match	UKBB_EUR
OID20219	SERPINA12	Q8IW75	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SERPINA12_Q8IW75_OID20219_v1_Cardiometabolic	14	94517844	94487274	94517844	-1	ENSG00000165953	1	unique_match	UKBB_EUR
OID20220	GH1	P01241	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GH1_P01241_OID20220_v1_Cardiometabolic	17	63918838	63917200	63918838	-1	ENSG00000259384	1	unique_match	UKBB_EUR
OID20221	SPON2	Q9BUD6	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/SPON2_Q9BUD6_OID20221_v1_Cardiometabolic	4	1208962	1166932	1208962	-1	ENSG00000159674	1	unique_match	UKBB_EUR
OID20222	NECTIN2	Q92692	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NECTIN2_Q92692_OID20222_v1_Cardiometabolic	19	44846175	44846175	44889228	1	ENSG00000130202	1	unique_match	UKBB_EUR
OID20223	CHRDL2	Q6WN34	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic	11	74731385	74696429	74731385	-1	ENSG00000054938	1	unique_match	UKBB_EUR
OID20224	ROR1	Q01973	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ROR1_Q01973_OID20224_v1_Cardiometabolic	1	63774022	63774022	64181498	1	ENSG00000185483	1	unique_match	UKBB_EUR
OID20225	CA13	Q8N1Q1	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CA13_Q8N1Q1_OID20225_v1_Cardiometabolic	8	85220587	85220587	85284073	1	ENSG00000185015	1	unique_match	UKBB_EUR
OID20226	CCDC80	Q76M96	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CCDC80_Q76M96_OID20226_v1_Cardiometabolic	3	112649530	112596794	112649530	-1	ENSG00000091986	1	unique_match	UKBB_EUR
OID20227	FBP1	P09467	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FBP1_P09467_OID20227_v1_Cardiometabolic	9	94640249	94603133	94640249	-1	ENSG00000165140	1	unique_match	UKBB_EUR
OID20228	CTSL	P07711	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CTSL_P07711_OID20228_v1_Cardiometabolic	9	87725519	87725519	87731393	1	ENSG00000135047	1	unique_match	UKBB_EUR
OID20229	NRCAM	Q92823	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NRCAM_Q92823_OID20229_v1_Cardiometabolic	7	108456717	108147623	108456717	-1	ENSG00000091129	1	unique_match	UKBB_EUR
OID20230	HSPB1	P04792	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/HSPB1_P04792_OID20230_v1_Cardiometabolic	7	76302544	76302544	76304295	1	ENSG00000106211	2	multi_match_first	UKBB_EUR
OID20231	THBD	P07204	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/THBD_P07204_OID20231_v1_Cardiometabolic	20	23049741	23045633	23049741	-1	ENSG00000178726	2	multi_match_first	UKBB_EUR
OID20232	KYAT1	Q16773	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/KYAT1_Q16773_OID20232_v1_Cardiometabolic	9	128882494	128832942	128882494	-1	ENSG00000171097	1	unique_match	UKBB_EUR
OID20233	FAM3C	Q92520	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FAM3C_Q92520_OID20233_v1_Cardiometabolic	7	121396364	121348851	121396364	-1	ENSG00000196937	1	unique_match	UKBB_EUR
OID20234	TYMP	P19971	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TYMP_P19971_OID20234_v1_Cardiometabolic	22	50530056	50525752	50530056	-1	ENSG00000025708	2	multi_match_first	UKBB_EUR
OID20235	PCSK9	Q8NBP7	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	1	55039476	55039476	55064853	1	LRG_275	2	multi_match_first	UKBB_EUR
OID20236	IGFBP7	Q16270	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/IGFBP7_Q16270_OID20236_v1_Cardiometabolic	4	57110385	57030773	57110385	-1	ENSG00000163453	1	unique_match	UKBB_EUR
OID20237	UMOD	P07911	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/UMOD_P07911_OID20237_v1_Cardiometabolic	16	20356301	20333052	20356301	-1	ENSG00000169344	1	unique_match	UKBB_EUR
OID20238	PLTP	P55058	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PLTP_P55058_OID20238_v1_Cardiometabolic	20	45912155	45898621	45912155	-1	ENSG00000100979	1	unique_match	UKBB_EUR
OID20239	MFAP5	Q13361	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MFAP5_Q13361_OID20239_v1_Cardiometabolic	12	8662888	8637346	8662888	-1	ENSG00000197614	1	unique_match	UKBB_EUR
OID20240	LDLR	P01130	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LDLR_P01130_OID20240_v1_Cardiometabolic	19	11089362	11089362	11133816	1	ENSG00000130164	2	multi_match_first	UKBB_EUR
OID20241	CA4	P22748	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CA4_P22748_OID20241_v1_Cardiometabolic	17	60149936	60149936	60170899	1	ENSG00000167434	1	unique_match	UKBB_EUR
OID20242	EPHB4	P54760	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/EPHB4_P54760_OID20242_v1_Cardiometabolic	7	100827521	100802565	100827521	-1	ENSG00000196411	1	unique_match	UKBB_EUR
OID20243	CDH5	P33151	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CDH5_P33151_OID20243_v1_Cardiometabolic	16	66366622	66366622	66404786	1	ENSG00000179776	1	unique_match	UKBB_EUR
OID20244	CES1	P23141	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CES1_P23141_OID20244_v1_Cardiometabolic	16	55833337	55802851	55833337	-1	ENSG00000198848	1	unique_match	UKBB_EUR
OID20245	FABP4	P15090	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FABP4_P15090_OID20245_v1_Cardiometabolic	8	81483263	81478419	81483263	-1	ENSG00000170323	1	unique_match	UKBB_EUR
OID20246	IGFBP1	P08833	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/IGFBP1_P08833_OID20246_v1_Cardiometabolic	7	45888357	45888357	45893668	1	ENSG00000146678	1	unique_match	UKBB_EUR
OID20247	PLAT	P00750	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PLAT_P00750_OID20247_v1_Cardiometabolic	8	42207676	42174718	42207676	-1	LRG_570	2	multi_match_first	UKBB_EUR
OID20248	ICAM2	P13598	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ICAM2_P13598_OID20248_v1_Cardiometabolic	17	64020634	64002594	64020634	-1	ENSG00000108622	1	unique_match	UKBB_EUR
OID20249	ADAMTS13	Q76LX8	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ADAMTS13_Q76LX8_OID20249_v1_Cardiometabolic	9	133414358	133414358	133459402	1	ENSG00000160323	2	multi_match_first	UKBB_EUR
OID20250	IL1RL1	Q01638	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/IL1RL1_Q01638_OID20250_v1_Cardiometabolic	2	102311502	102311502	102352037	1	ENSG00000115602	1	unique_match	UKBB_EUR
OID20251	GDF15	Q99988	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/GDF15_Q99988_OID20251_v1_Cardiometabolic	19	18374731	18374731	18389176	1	ENSG00000130513	1	unique_match	UKBB_EUR
OID20252	PLA2G1B	P04054	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PLA2G1B_P04054_OID20252_v1_Cardiometabolic	12	120327789	120322111	120327789	-1	ENSG00000170890	1	unique_match	UKBB_EUR
OID20253	NOTCH3	Q9UM47	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/NOTCH3_Q9UM47_OID20253_v1_Cardiometabolic	19	15200981	15159038	15200981	-1	ENSG00000074181	1	unique_match	UKBB_EUR
OID20254	LTBP2	Q14767	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/LTBP2_Q14767_OID20254_v1_Cardiometabolic	14	74612378	74498170	74612378	-1	ENSG00000119681	1	unique_match	UKBB_EUR
OID20255	TGFBR3	Q03167	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TGFBR3_Q03167_OID20255_v1_Cardiometabolic	1	91906335	91680343	91906335	-1	ENSG00000069702	1	unique_match	UKBB_EUR
OID20256	VWF	P04275	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/VWF_P04275_OID20256_v1_Cardiometabolic	12	6124770	5948874	6124770	-1	ENSG00000110799	1	unique_match	UKBB_EUR
OID20257	PEAR1	Q5VY43	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PEAR1_Q5VY43_OID20257_v1_Cardiometabolic	1	156893698	156893698	156916434	1	ENSG00000187800	1	unique_match	UKBB_EUR
OID20258	REG3A	Q06141	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/REG3A_Q06141_OID20258_v1_Cardiometabolic	2	79159753	79157003	79159753	-1	ENSG00000172016	1	unique_match	UKBB_EUR
OID20259	XG	P55808	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/XG_P55808_OID20259_v1_Cardiometabolic	23	2752050	2752050	2815927	1	ENSG00000124343	1	unique_match	UKBB_EUR
OID20260	ADGRE5	P48960	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ADGRE5_P48960_OID20260_v1_Cardiometabolic	19	14380501	14380501	14408725	1	ENSG00000123146	1	unique_match	UKBB_EUR
OID20261	FUCA1	P04066	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/FUCA1_P04066_OID20261_v1_Cardiometabolic	1	23868294	23845077	23868294	-1	ENSG00000179163	1	unique_match	UKBB_EUR
OID20262	CD209	Q9NNX6	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CD209_Q9NNX6_OID20262_v1_Cardiometabolic	19	7747564	7739994	7747564	-1	ENSG00000090659	1	unique_match	UKBB_EUR
OID20263	MB	P02144	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MB_P02144_OID20263_v1_Cardiometabolic	22	35637951	35606764	35637951	-1	ENSG00000198125	1	unique_match	UKBB_EUR
OID20264	DKK3	Q9UBP4	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/DKK3_Q9UBP4_OID20264_v1_Cardiometabolic	11	12009769	11963106	12009769	-1	ENSG00000050165	1	unique_match	UKBB_EUR
OID20265	TNFRSF10C	O14798	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFRSF10C_O14798_OID20265_v1_Cardiometabolic	8	23084355	23084355	23117437	1	ENSG00000173535	1	unique_match	UKBB_EUR
OID20266	REG1B	P48304	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/REG1B_P48304_OID20266_v1_Cardiometabolic	2	79088019	79085030	79088019	-1	ENSG00000172023	1	unique_match	UKBB_EUR
OID20267	IL2RA	P01589	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/IL2RA_P01589_OID20267_v1_Cardiometabolic	10	6062325	6010689	6062325	-1	ENSG00000134460	2	multi_match_first	UKBB_EUR
OID20268	PDGFRB	P09619	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/PDGFRB_P09619_OID20268_v1_Cardiometabolic	5	150155872	150113837	150155872	-1	ENSG00000113721	1	unique_match	UKBB_EUR
OID20269	MET	P08581	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/MET_P08581_OID20269_v1_Cardiometabolic	7	116672390	116672390	116798386	1	ENSG00000105976	2	multi_match_first	UKBB_EUR
OID20270	ESAM	Q96AP7	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/ESAM_Q96AP7_OID20270_v1_Cardiometabolic	11	124762290	124752583	124762290	-1	ENSG00000149564	1	unique_match	UKBB_EUR
OID20271	CA3	P07451	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/CA3_P07451_OID20271_v1_Cardiometabolic	8	85373436	85373436	85449040	1	ENSG00000164879	1	unique_match	UKBB_EUR
OID20272	TNFSF13B	Q9Y275	v1	Cardiometabolic	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFSF13B_Q9Y275_OID20272_v1_Cardiometabolic	13	108251240	108251240	108308484	1	ENSG00000102524	1	unique_match	UKBB_EUR
