seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_17400_71"	"17400_71"	"17400-71"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17400_71_ACOT8_ACOT8.txt.gz"	"17400_71_ACOT8_ACOT8.txt.gz"	"ACOT8"	"ACOT8"	"ACOT8"	"ACOT8"	"acyl-CoA thioesterase 8"	"Acyl-coenzyme A thioesterase 8"	"ACOT8"	"O14734;O15261;Q17RX4;Q6FHI2;B4DLF4;E9PJN0;A0A494C0N6;A6NKA7;A8K8X9"	"10005"	"ENSG00000101473"	"ENSG00000101473"	"20q13.12"	"20"	45841721	45857406	-1	45857406	9	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3858_5"	"3858_5"	"3858-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3858_5_ACP1_PPAC.txt.gz"	"3858_5_ACP1_PPAC.txt.gz"	"ACP1"	"PPAC"	"ACP1"	"ACP1"	"acid phosphatase 1"	"Low molecular weight phosphotyrosine protein phosphatase"	"ACP1"	"A0A140VK37;A8K1L9;B5MCC7;P24666;P24667;Q16035;Q16036;Q16725;Q3KQX8;Q53RU0;Q59EH3"	"52"	"ENSG00000143727"	"ENSG00000143727"	"2p25.3"	"2"	264140	278283	1	264140	11	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9237_54"	"9237_54"	"9237-54"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9237_54_ACP2_Lysosomal_acid_phosphatase.txt.gz"	"9237_54_ACP2_Lysosomal_acid_phosphatase.txt.gz"	"ACP2"	"Lysosomal_acid_phosphatase"	"ACP2"	"ACP2"	"acid phosphatase 2, lysosomal"	"Lysosomal acid phosphatase"	"ACP2"	"B7Z552;E9PQY3;B7Z6L8;B7Z7D2;B7Z4Z2;E9PHY0;B7Z8T9;A0A5F9ZHR7;E9PCI1;P11117;Q561W5;Q9BTU7"	"53"	"ENSG00000134575"	"ENSG00000134575"	"11p11.2"	"11"	47239302	47248906	-1	47248906	24	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19317_114"	"19317_114"	"19317-114"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19317_114_ACPP_Prostatic_acid_phosphatase.txt.gz"	"19317_114_ACPP_Prostatic_acid_phosphatase.txt.gz"	"ACPP"	"Prostatic_acid_phosphatase"	"ACP3"	"ACP3"	"acid phosphatase 3"	"Prostatic acid phosphatase"	NA	"D3DNC6;P15309;Q5FBY0;Q96KY0;Q96QK9;Q96QM0"	"55"	"ENSG00000014257"	NA	"3q22.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3232_28"	"3232_28"	"3232-28"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3232_28_ACP5_TrATPase.txt.gz"	"3232_28_ACP5_TrATPase.txt.gz"	"ACP5"	"TrATPase"	"ACP5"	"ACP5"	"acid phosphatase 5, tartrate resistant"	"Tartrate-resistant acid phosphatase type 5"	"ACP5"	"A0A8Q3SI79;A8K3V2;P13686;Q2TAB1;Q6IAS6;Q9UCJ5;Q9UCJ6;Q9UCJ7"	"54"	"ENSG00000102575"	"ENSG00000102575"	"19p13.2"	"19"	11574660	11579008	-1	11579008	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5742_14"	"5742_14"	"5742-14"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5742_14_ACP6_PPA6.txt.gz"	"5742_14_ACP6_PPA6.txt.gz"	"ACP6"	"PPA6"	"ACP6"	"ACP6"	"acid phosphatase 6, lysophosphatidic"	"Lysophosphatidic acid phosphatase type 6"	"ACP6"	"Q59G61;Q5T490;Q6IAQ3;Q7LG81;Q9NPH0;Q9UIG6;X5D289"	"51205"	"ENSG00000162836"	"ENSG00000162836"	"1q21.2"	"1"	147629652	147670496	-1	147670496	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8011_96"	"8011_96"	"8011-96"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8011_96_PAPL_PAPL.txt.gz"	"8011_96_PAPL_PAPL.txt.gz"	"PAPL"	"PAPL"	"ACP7"	"ACP7"	"acid phosphatase 7, tartrate resistant (putative)"	"Iron/zinc purple acid phosphatase-like protein"	"ACP7"	"B2RN68;Q6ZNF0;M0QXC1;M0R045"	"390928"	"ENSG00000183760"	"ENSG00000183760"	"19q13.2"	"19"	39083913	39111493	1	39083913	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10507_166"	"10507_166"	"10507-166"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10507_166_ACRV1_sperm_protein_10.txt.gz"	"10507_166_ACRV1_sperm_protein_10.txt.gz"	"ACRV1"	"sperm_protein_10"	"ACRV1"	"ACRV1"	"acrosomal vesicle protein 1"	"Acrosomal protein SP-10"	"ACRV1"	"B5BUP0;P26436;Q53FF4"	"56"	"ENSG00000134940"	"ENSG00000134940"	"11q24.2"	"11"	125671522	125681123	-1	125681123	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_15301_24"	"15301_24"	"15301-24"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/15301_24_ACRV1_sperm_protein_10.txt.gz"	"15301_24_ACRV1_sperm_protein_10.txt.gz"	"ACRV1"	"sperm_protein_10"	"ACRV1"	"ACRV1"	"acrosomal vesicle protein 1"	"Acrosomal protein SP-10"	"ACRV1"	"B5BUP0;P26436;Q53FF4"	"56"	"ENSG00000134940"	"ENSG00000134940"	"11q24.2"	"11"	125671522	125681123	-1	125681123	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17466_72"	"17466_72"	"17466-72"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17466_72_ACSF2_ACSF2.txt.gz"	"17466_72_ACSF2_ACSF2.txt.gz"	"ACSF2"	"ACSF2"	"ACSF2"	"ACSF2"	"acyl-CoA synthetase family member 2"	"Acyl-CoA synthetase family member 2, mitochondrial"	"ACSF2"	"B4DTB9;E9PF16;Q96CM8;B4DFQ6;B4DHT5;B4DUF5;Q9H7G2"	"80221"	"ENSG00000167107"	"ENSG00000167107"	"17q21.33"	"17"	50426158	50474845	1	50426158	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9843_5"	"9843_5"	"9843-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9843_5_ACTN1_ACTN1.txt.gz"	"9843_5_ACTN1_ACTN1.txt.gz"	"ACTN1"	"ACTN1"	"ACTN1"	"ACTN1"	"actinin alpha 1"	"Alpha-actinin-1"	"ACTN1"	"A0A024R694;A0A804HK61;B3V8S3;B4DHH3;B7TY16;P12814;Q1HE25;Q9BTN1;A0A804HII9;A0A7I2V4Y4;A0A804HL31;B7Z565;A0A804HKE2;A0A804HLF4;H9KV75;B4DFY0"	"87"	"ENSG00000072110"	"LRG_886"	"14q24.1"	"14"	68874123	68979366	-1	68979366	32	2	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9844_138"	"9844_138"	"9844-138"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9844_138_ACTN2_ACTN2.txt.gz"	"9844_138_ACTN2_ACTN2.txt.gz"	"ACTN2"	"ACTN2"	"ACTN2"	"ACTN2"	"actinin alpha 2"	"Alpha-actinin-2"	"ACTN2"	"A0A804HI95;B1ANE4;B2RCS5;P35609;Q86TF4;Q86TI8;A0A494C1A0"	"88"	"ENSG00000077522"	"ENSG00000077522"	"1q43"	"1"	236686454	236764631	1	236686454	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2806_49"	"2806_49"	"2806-49"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2806_49_ACVR1B_Activin_RIB.txt.gz"	"2806_49_ACVR1B_Activin_RIB.txt.gz"	"ACVR1B"	"Activin_RIB"	"ACVR1B"	"ACVR1B"	"activin A receptor type 1B"	"Activin receptor type-1B"	"ACVR1B"	"B7Z5L8;B7Z5W5;P36896;Q15479;Q15480;Q15481;Q15482"	"91"	"ENSG00000135503"	"ENSG00000135503"	"12q13.13"	"12"	51951667	51997078	1	51951667	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19208_8"	"19208_8"	"19208-8"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19208_8_ACVR2A_Activin_RIIA.txt.gz"	"19208_8_ACVR2A_Activin_RIIA.txt.gz"	"ACVR2A"	"Activin_RIIA"	"ACVR2A"	"ACVR2A"	"activin A receptor type 2A"	"Activin receptor type-2A"	"ACVR2A"	"B2RAB8;B4DWQ2;D3DP85;P27037;Q53TH4;Q6NWV2;Q92474"	"92"	"ENSG00000121989"	"ENSG00000121989"	"2q22.3-q23.1"	"2"	147844517	147930826	1	147844517	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9412_52"	"9412_52"	"9412-52"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9412_52_ACVR2B_Activin_RIIB.txt.gz"	"9412_52_ACVR2B_Activin_RIIB.txt.gz"	"ACVR2B"	"Activin_RIIB"	"ACVR2B"	"ACVR2B"	"activin A receptor type 2B"	"Activin receptor type-2B"	"ACVR2B"	"Q13705;Q4VAV0;Q59FL1"	"93"	"ENSG00000114739"	"ENSG00000114739"	"3p22.2"	"3"	38453851	38493142	1	38453851	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_16318_12"	"16318_12"	"16318-12"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/16318_12_ACVRL1_ALK_1.txt.gz"	"16318_12_ACVRL1_ALK_1.txt.gz"	"ACVRL1"	"ALK_1"	"ACVRL1"	"ACVRL1"	"activin A receptor like type 1"	"Serine/threonine-protein kinase receptor R3"	"ACVRL1"	"A0A0S2Z310;A6NGA8;P37023;H3BTZ2;A0A0S2Z2Y4;E7EN07"	"94"	"ENSG00000139567"	"ENSG00000139567"	"12q13.13"	"12"	51906908	51923361	1	51906908	6	2	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3343_1"	"3343_1"	"3343-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3343_1_ACY1_Aminoacylase_1.txt.gz"	"3343_1_ACY1_Aminoacylase_1.txt.gz"	"ACY1"	"Aminoacylase_1"	"ACY1"	"ACY1"	"aminoacylase 1"	"Aminoacylase-1"	"ACY1"	"A0A1B0GU86;C9J6I6;C9J9D8;C9JWD4;Q03154;V9HWA0"	"95"	"ENSG00000243989"	"ENSG00000243989"	"3p21.2"	"3"	51983278	51989202	1	51983278	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12812_25"	"12812_25"	"12812-25"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12812_25_ACYP2_ACYP2.txt.gz"	"12812_25_ACYP2_ACYP2.txt.gz"	"ACYP2"	"ACYP2"	"ACYP2"	"ACYP2"	"acylphosphatase 2"	"Acylphosphatase-2"	"ACYP2"	"U3KQL2;U3KPX8;F8WA34;Q53TK7;E9PF46;A0A140VJD7;P14621"	"98"	"ENSG00000170634"	"ENSG00000170634"	"2p16.2"	"2"	53970838	54305300	1	53970838	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6077_63"	"6077_63"	"6077-63"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6077_63_CECR1_CECR1.txt.gz"	"6077_63_CECR1_CECR1.txt.gz"	"CECR1"	"CECR1"	"ADA2"	"ADA2"	"adenosine deaminase 2"	"Adenosine deaminase CECR1"	NA	"A8K9H4;B2RAS2;Q6ICF1;Q86UB6;Q8NCJ2;Q96K41;Q9NZK5;B4E3Q4;A0A087X0I3;A0A8Q3WM36;B4DHM2"	"51816"	"ENSG00000093072"	NA	"22q11.1"	NA	NA	NA	NA	NA	11	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8405_108"	"8405_108"	"8405-108"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8405_108_ADAM10_ADAM_10.txt.gz"	"8405_108_ADAM10_ADAM_10.txt.gz"	"ADAM10"	"ADAM_10"	"ADAM10"	"ADAM10"	"ADAM metallopeptidase domain 10"	"Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain"	"ADAM10"	"B4DU28;O14672;Q10742;Q92650"	"102"	"ENSG00000137845"	"ENSG00000137845"	"15q21.3"	"15"	58588807	58749978	-1	58749978	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8654_13"	"8654_13"	"8654-13"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8654_13_ADAM10_ADAM_10.txt.gz"	"8654_13_ADAM10_ADAM_10.txt.gz"	"ADAM10"	"ADAM_10"	"ADAM10"	"ADAM10"	"ADAM metallopeptidase domain 10"	"Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain"	"ADAM10"	"B4DU28;O14672;Q10742;Q92650"	"102"	"ENSG00000137845"	"ENSG00000137845"	"15q21.3"	"15"	58588807	58749978	-1	58749978	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6586_19"	"6586_19"	"6586-19"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6586_19_ADAM11_ADA11.txt.gz"	"6586_19_ADAM11_ADA11.txt.gz"	"ADAM11"	"ADA11"	"ADAM11"	"ADAM11"	"ADAM metallopeptidase domain 11"	"Disintegrin and metalloproteinase domain-containing protein 11"	"ADAM11"	"B4DKD2;O75078;Q14808;Q14809;Q14810"	"4185"	"ENSG00000073670"	"ENSG00000073670"	"17q21.31"	"17"	44759031	44781846	1	44759031	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4420_7"	"4420_7"	"4420-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4420_7_ADAM12_ADAM12.txt.gz"	"4420_7_ADAM12_ADAM12.txt.gz"	"ADAM12"	"ADAM12"	"ADAM12"	"ADAM12"	"ADAM metallopeptidase domain 12"	"Disintegrin and metalloproteinase domain-containing protein 12"	"ADAM12"	"Q5JRP2;U5NE98;A8K6G4;O43184;O60470;Q5JRP0;Q5JRP1;Q6P9E3;Q6UWB0"	"8038"	"ENSG00000148848"	"ENSG00000148848"	"10q26.2"	"10"	126012381	126388455	-1	126388455	9	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_15455_40"	"15455_40"	"15455-40"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/15455_40_ADAM15_ADA15.txt.gz"	"15455_40_ADAM15_ADA15.txt.gz"	"ADAM15"	"ADA15"	"ADAM15"	"ADAM15"	"ADAM metallopeptidase domain 15"	"Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain"	"ADAM15"	"B7Z390;Q13444;Q59GF2;B3KQU5;B4DLB5;B4DMH8;E9PN65;Q13493;Q53XQ0;Q5SR68;Q5SR69;Q6R267;Q71S61;Q71S62;Q71S63;Q71S64;Q71S65;Q71S66;Q71S67;Q71S68;Q71S69;Q96C78;U3KQL5"	"8751"	"ENSG00000143537"	"ENSG00000143537"	"1q21.3"	"1"	155050566	155062775	1	155050566	23	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9956_7"	"9956_7"	"9956-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9956_7_ADAM15_ADA15.txt.gz"	"9956_7_ADAM15_ADA15.txt.gz"	"ADAM15"	"ADA15"	"ADAM15"	"ADAM15"	"ADAM metallopeptidase domain 15"	"Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain"	"ADAM15"	"B7Z390;Q13444;Q59GF2;B3KQU5;B4DLB5;B4DMH8;E9PN65;Q13493;Q53XQ0;Q5SR68;Q5SR69;Q6R267;Q71S61;Q71S62;Q71S63;Q71S64;Q71S65;Q71S66;Q71S67;Q71S68;Q71S69;Q96C78;U3KQL5"	"8751"	"ENSG00000143537"	"ENSG00000143537"	"1q21.3"	"1"	155050566	155062775	1	155050566	23	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8882_1"	"8882_1"	"8882-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8882_1_ADAM17_ADAM_17.txt.gz"	"8882_1_ADAM17_ADAM_17.txt.gz"	"ADAM17"	"ADAM_17"	"ADAM17"	"ADAM17"	"ADAM metallopeptidase domain 17"	"Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain"	"ADAM17"	"Q53RS1;A0A8V8TN27;B2RNB2;O60226;P78536"	"6868"	"ENSG00000151694"	"ENSG00000151694"	"2p25.1"	"2"	9488486	9555792	-1	9555792	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8959_61"	"8959_61"	"8959-61"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8959_61_ADAM17_ADAM_17.txt.gz"	"8959_61_ADAM17_ADAM_17.txt.gz"	"ADAM17"	"ADAM_17"	"ADAM17"	"ADAM17"	"ADAM metallopeptidase domain 17"	"Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain"	"ADAM17"	"Q53RS1;A0A8V8TN27;B2RNB2;O60226;P78536"	"6868"	"ENSG00000151694"	"ENSG00000151694"	"2p25.1"	"2"	9488486	9555792	-1	9555792	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8948_13"	"8948_13"	"8948-13"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8948_13_ADAM19_ADA19.txt.gz"	"8948_13_ADAM19_ADA19.txt.gz"	"ADAM19"	"ADA19"	"ADAM19"	"ADAM19"	"ADAM metallopeptidase domain 19"	"Disintegrin and metalloproteinase domain-containing protein 19"	"ADAM19"	"Q8TBU7;Q9H013;Q9BZL5;Q9UHP2;B3KRF5"	"8728"	"ENSG00000135074"	"ENSG00000135074"	"5q33.3"	"5"	157395534	157575775	-1	157575775	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7933_75"	"7933_75"	"7933-75"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7933_75_ADAM22_ADA22.txt.gz"	"7933_75_ADAM22_ADA22.txt.gz"	"ADAM22"	"ADA22"	"ADAM22"	"ADAM22"	"ADAM metallopeptidase domain 22"	"Disintegrin and metalloproteinase domain-containing protein 22"	"ADAM22"	"Q08AL8;A0A804HHS1;H7C3I4;O75075;O75076;Q9P0K1;Q9P0K2;Q9UIA1;Q9UKK2;B3KWN4"	"53616"	"ENSG00000008277"	"ENSG00000008277"	"7q21.12"	"7"	87934143	88202889	1	87934143	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7049_2"	"7049_2"	"7049-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7049_2_ADAM23_ADAM_23.txt.gz"	"7049_2_ADAM23_ADAM_23.txt.gz"	"ADAM23"	"ADAM_23"	"ADAM23"	"ADAM23"	"ADAM metallopeptidase domain 23"	"Disintegrin and metalloproteinase domain-containing protein 23"	"ADAM23"	"E7EWD3;A2RU59;O75077"	"8745"	"ENSG00000114948"	"ENSG00000114948"	"2q33.3"	"2"	206443539	206621130	1	206443539	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13549_15"	"13549_15"	"13549-15"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13549_15_ADAM29_ADA29.txt.gz"	"13549_15_ADAM29_ADA29.txt.gz"	"ADAM29"	"ADA29"	"ADAM29"	"ADAM29"	"ADAM metallopeptidase domain 29"	"Disintegrin and metalloproteinase domain-containing protein 29"	"ADAM29"	"A0A140VJD8;Q4W5F3;Q9UHP1;Q9UKF3;Q9UKF4;Q9UKF5"	"11086"	"ENSG00000168594"	"ENSG00000168594"	"4q34.1"	"4"	174829668	174978180	1	174829668	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8520_8"	"8520_8"	"8520-8"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8520_8_ADAM30_ADA30.txt.gz"	"8520_8_ADAM30_ADA30.txt.gz"	"ADAM30"	"ADA30"	"ADAM30"	"ADAM30"	"ADAM metallopeptidase domain 30"	"Disintegrin and metalloproteinase domain-containing protein 30"	"ADAM30"	"A8K8W8;Q5T3X6;Q8TBZ7;Q9UKF1;Q9UKF2"	"11085"	"ENSG00000134249"	"ENSG00000134249"	"1p12"	"1"	119893533	119896495	-1	119896495	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7827_20"	"7827_20"	"7827-20"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7827_20_ADAM32_ADA32.txt.gz"	"7827_20_ADAM32_ADA32.txt.gz"	"ADAM32"	"ADA32"	"ADAM32"	"ADAM32"	"ADAM metallopeptidase domain 32"	"Disintegrin and metalloproteinase domain-containing protein 32"	"ADAM32"	"B4DTC2;E7EPX8;A0A140VJD9;Q8TC27;Q8TC42;E7ER82;A0A0G2JPC8"	"203102"	"ENSG00000197140;ENSG00000275594"	"ENSG00000197140"	"8p11.22"	"8"	39106990	39284911	1	39106990	14	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10753_31"	"10753_31"	"10753-31"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10753_31_ADAM7_ADAM7.txt.gz"	"10753_31_ADAM7_ADAM7.txt.gz"	"ADAM7"	"ADAM7"	"ADAM7"	"ADAM7"	"ADAM metallopeptidase domain 7"	"Disintegrin and metalloproteinase domain-containing protein 7"	"ADAM7"	"A0A384MTL6;A8K8X7;C9JK28;O75959;Q6PEJ6;Q9H2U9"	"8756"	"ENSG00000069206"	"ENSG00000069206"	"8p21.2"	"8"	24440930	24526970	1	24440930	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3795_6"	"3795_6"	"3795-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3795_6_ADAM9_ADAM_9.txt.gz"	"3795_6_ADAM9_ADAM_9.txt.gz"	"ADAM9"	"ADAM_9"	"ADAM9"	"ADAM9"	"ADAM metallopeptidase domain 9"	"Disintegrin and metalloproteinase domain-containing protein 9"	"ADAM9"	"A0A7I2V4B3;B7ZLN7;Q10718;Q13443;Q8NFM6;A0A7I2V3C1"	"8754"	"ENSG00000168615;ENSG00000282230"	"ENSG00000168615"	"8p11.22"	"8"	38996869	39105144	1	38996869	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9115_78"	"9115_78"	"9115-78"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9115_78_ADAMDEC1_ADEC1.txt.gz"	"9115_78_ADAMDEC1_ADEC1.txt.gz"	"ADAMDEC1"	"ADEC1"	"ADAMDEC1"	"ADAMDEC1"	"ADAM like decysin 1"	"ADAM DEC1"	"ADAMDEC1"	"B7Z6V5;B7ZAK5;O15204"	"27299"	"ENSG00000134028"	"ENSG00000134028"	"8p21.2"	"8"	24384285	24406013	1	24384285	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3174_2"	"3174_2"	"3174-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3174_2_ADAMTS1_ATS1.txt.gz"	"3174_2_ADAMTS1_ATS1.txt.gz"	"ADAMTS1"	"ATS1"	"ADAMTS1"	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	"A disintegrin and metalloproteinase with thrombospondin motifs 1"	"ADAMTS1"	"D3DSD5;Q5HYL0;Q8NE26;Q9NSJ8;Q9P2K0;Q9UH83;Q9UHI8;Q9UP80"	"9510"	"ENSG00000154734"	"ENSG00000154734"	"21q21.3"	"21"	26835747	26845409	-1	26845409	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3175_51"	"3175_51"	"3175-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3175_51_ADAMTS13_ATS13.txt.gz"	"3175_51_ADAMTS13_ATS13.txt.gz"	"ADAMTS13"	"ATS13"	"ADAMTS13"	"ADAMTS13"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"	"A disintegrin and metalloproteinase with thrombospondin motifs 13"	"ADAMTS13"	"Q6UY16;Q710F6;Q711T8;Q76LX8;Q96L37;Q9H0G3;Q9UGQ1"	"11093"	"ENSG00000160323;ENSG00000281244"	"ENSG00000160323"	"9q34.2"	"9"	133414358	133459402	1	133414358	14	2	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4533_76"	"4533_76"	"4533-76"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4533_76_ADAMTS15_ATS15.txt.gz"	"4533_76_ADAMTS15_ATS15.txt.gz"	"ADAMTS15"	"ATS15"	"ADAMTS15"	"ADAMTS15"	"ADAM metallopeptidase with thrombospondin type 1 motif 15"	"A disintegrin and metalloproteinase with thrombospondin motifs 15"	"ADAMTS15"	"Q32MI6;Q8TE58"	"170689"	"ENSG00000166106"	"ENSG00000166106"	"11q24.3"	"11"	130448974	130476641	1	130448974	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8845_2"	"8845_2"	"8845-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8845_2_ADAMTS3_ATS3.txt.gz"	"8845_2_ADAMTS3_ATS3.txt.gz"	"ADAMTS3"	"ATS3"	"ADAMTS3"	"ADAMTS3"	"ADAM metallopeptidase with thrombospondin type 1 motif 3"	"A disintegrin and metalloproteinase with thrombospondin motifs 3"	"ADAMTS3"	"A1L3U9;O15072;Q9BXZ8"	"9508"	"ENSG00000156140"	"ENSG00000156140"	"4q13.3"	"4"	72280969	72569386	-1	72569386	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2809_25"	"2809_25"	"2809-25"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2809_25_ADAMTS4_ADAMTS_4.txt.gz"	"2809_25_ADAMTS4_ADAMTS_4.txt.gz"	"ADAMTS4"	"ADAMTS_4"	"ADAMTS4"	"ADAMTS4"	"ADAM metallopeptidase with thrombospondin type 1 motif 4"	"A disintegrin and metalloproteinase with thrombospondin motifs 4"	"ADAMTS4"	"A8K6A8;O75173;Q2HYD0;Q5VTW2;Q6P4Q8;Q6UWA8;Q9UN83"	"9507"	"ENSG00000158859"	"ENSG00000158859"	"1q23.3"	"1"	161184308	161199056	-1	161199056	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
