protein	gene	uniprot	sumstat_file	chr	tss	resource_source
SeqId_10907_116	NTM	Q9P121	/data/Dutta_lab/aric/EA/SeqId_10907_116.PHENO1.glm.linear	11	131370478	ARIC
SeqId_10908_2	GALNT13	Q8IUC8	/data/Dutta_lab/aric/EA/SeqId_10908_2.PHENO1.glm.linear	2	153871922	ARIC
SeqId_10910_6	CEACAM4	O75871	/data/Dutta_lab/aric/EA/SeqId_10910_6.PHENO1.glm.linear	19	41627074	ARIC
SeqId_10916_44	PLA2R1	Q13018	/data/Dutta_lab/aric/EA/SeqId_10916_44.PHENO1.glm.linear	2	159945000	ARIC
SeqId_10917_40	GNGT2	O14610	/data/Dutta_lab/aric/EA/SeqId_10917_40.PHENO1.glm.linear	17	49208912	ARIC
SeqId_10924_258	CYB5D2	Q8WUJ1	/data/Dutta_lab/aric/EA/SeqId_10924_258.PHENO1.glm.linear	17	4143168	ARIC
SeqId_10933_107	CALN1	Q9BXU9	/data/Dutta_lab/aric/EA/SeqId_10933_107.PHENO1.glm.linear	7	71810495	ARIC
SeqId_10938_13	CD58	P19256	/data/Dutta_lab/aric/EA/SeqId_10938_13.PHENO1.glm.linear	1	116544590	ARIC
SeqId_10939_16	PLEKHA4	Q9H4M7	/data/Dutta_lab/aric/EA/SeqId_10939_16.PHENO1.glm.linear	19	48838314	ARIC
SeqId_10940_25	SRL	Q86TD4	/data/Dutta_lab/aric/EA/SeqId_10940_25.PHENO1.glm.linear	16	4239743	ARIC
SeqId_10945_11	STX6	O43752	/data/Dutta_lab/aric/EA/SeqId_10945_11.PHENO1.glm.linear	1	180988301	ARIC
SeqId_10948_14	PLD3	Q8IV08	/data/Dutta_lab/aric/EA/SeqId_10948_14.PHENO1.glm.linear	19	40348456	ARIC
SeqId_10949_59	RPLP2	P05387	/data/Dutta_lab/aric/EA/SeqId_10949_59.PHENO1.glm.linear	11	809965	ARIC
SeqId_10953_14	CLEC2A	Q6UVW9	/data/Dutta_lab/aric/EA/SeqId_10953_14.PHENO1.glm.linear	12	9932347	ARIC
SeqId_10955_4	CLEC10A	Q8IUN9	/data/Dutta_lab/aric/EA/SeqId_10955_4.PHENO1.glm.linear	17	7076804	ARIC
SeqId_10956_82	GCSH	P23434	/data/Dutta_lab/aric/EA/SeqId_10956_82.PHENO1.glm.linear	16	81090668	ARIC
SeqId_10959_125	BET1L	Q9NYM9	/data/Dutta_lab/aric/EA/SeqId_10959_125.PHENO1.glm.linear	11	207221	ARIC
SeqId_10961_15	RARRES3	Q9UL19	/data/Dutta_lab/aric/EA/SeqId_10961_15.PHENO1.glm.linear	11	63536808	ARIC
SeqId_10974_20	SPINK7	P58062	/data/Dutta_lab/aric/EA/SeqId_10974_20.PHENO1.glm.linear	5	148312419	ARIC
SeqId_10975_59	MUCL1	Q96DR8	/data/Dutta_lab/aric/EA/SeqId_10975_59.PHENO1.glm.linear	12	54830518	ARIC
SeqId_10977_55	UCMA	Q8WVF2	/data/Dutta_lab/aric/EA/SeqId_10977_55.PHENO1.glm.linear	10	13234334	ARIC
SeqId_10978_39	GH2	P01242	/data/Dutta_lab/aric/EA/SeqId_10978_39.PHENO1.glm.linear	17	63881842	ARIC
SeqId_10981_56	NRG3	P56975	/data/Dutta_lab/aric/EA/SeqId_10981_56.PHENO1.glm.linear	10	81875194	ARIC
SeqId_10990_21	LRRK2	Q5S007	/data/Dutta_lab/aric/EA/SeqId_10990_21.PHENO1.glm.linear	12	40196744	ARIC
SeqId_11067_13	BGLAP	P02818	/data/Dutta_lab/aric/EA/SeqId_11067_13.PHENO1.glm.linear	1	156242184	ARIC
SeqId_11071_1	IL5	P05113	/data/Dutta_lab/aric/EA/SeqId_11071_1.PHENO1.glm.linear	5	132543522	ARIC
SeqId_11094_104	CLC	Q05315	/data/Dutta_lab/aric/EA/SeqId_11094_104.PHENO1.glm.linear	19	39738029	ARIC
SeqId_11096_57	N6AMT1	Q9Y5N5	/data/Dutta_lab/aric/EA/SeqId_11096_57.PHENO1.glm.linear	21	28885367	ARIC
SeqId_11098_1	PDXK	O00764	/data/Dutta_lab/aric/EA/SeqId_11098_1.PHENO1.glm.linear	21	43719094	ARIC
SeqId_11101_18	TLR4	O00206	/data/Dutta_lab/aric/EA/SeqId_11101_18.PHENO1.glm.linear	9	117704175	ARIC
SeqId_11102_22	REG4	Q9BYZ8	/data/Dutta_lab/aric/EA/SeqId_11102_22.PHENO1.glm.linear	1	119808805	ARIC
SeqId_11103_24	HSPB1	P04792	/data/Dutta_lab/aric/EA/SeqId_11103_24.PHENO1.glm.linear	7	76302673	ARIC
SeqId_11104_13	CHI3L1	P36222	/data/Dutta_lab/aric/EA/SeqId_11104_13.PHENO1.glm.linear	1	203180133	ARIC
SeqId_11105_171	ENO1	P06733	/data/Dutta_lab/aric/EA/SeqId_11105_171.PHENO1.glm.linear	1	8871576	ARIC
SeqId_11107_25	TENM3	Q9P273	/data/Dutta_lab/aric/EA/SeqId_11107_25.PHENO1.glm.linear	4	182143987	ARIC
SeqId_11109_56	SVEP1	Q4LDE5	/data/Dutta_lab/aric/EA/SeqId_11109_56.PHENO1.glm.linear	9	110379378	ARIC
SeqId_11110_4	TMEM119	Q4V9L6	/data/Dutta_lab/aric/EA/SeqId_11110_4.PHENO1.glm.linear	12	108598008	ARIC
SeqId_11112_18	TMEM167A	Q8TBQ9	/data/Dutta_lab/aric/EA/SeqId_11112_18.PHENO1.glm.linear	5	83061975	ARIC
SeqId_11116_16	C11orf87	Q6NUJ2	/data/Dutta_lab/aric/EA/SeqId_11116_16.PHENO1.glm.linear	11	109422190	ARIC
SeqId_11117_2	SPATA20	Q8TB22	/data/Dutta_lab/aric/EA/SeqId_11117_2.PHENO1.glm.linear	17	50543058	ARIC
SeqId_11118_107	RAB17	Q9H0T7	/data/Dutta_lab/aric/EA/SeqId_11118_107.PHENO1.glm.linear	2	237575884	ARIC
SeqId_11120_49	NAT14	Q8WUY8	/data/Dutta_lab/aric/EA/SeqId_11120_49.PHENO1.glm.linear	19	55485188	ARIC
SeqId_11122_97	SPG21	Q9NZD8	/data/Dutta_lab/aric/EA/SeqId_11122_97.PHENO1.glm.linear	15	64981627	ARIC
SeqId_11126_102	TRIO	O75962	/data/Dutta_lab/aric/EA/SeqId_11126_102.PHENO1.glm.linear	5	14143342	ARIC
SeqId_11128_29	TMEM132C	Q8N3T6	/data/Dutta_lab/aric/EA/SeqId_11128_29.PHENO1.glm.linear	12	128267403	ARIC
SeqId_11130_158	CACNB4	O00305	/data/Dutta_lab/aric/EA/SeqId_11130_158.PHENO1.glm.linear	2	151854479	ARIC
SeqId_11134_30	MTRF1L	Q9UGC7	/data/Dutta_lab/aric/EA/SeqId_11134_30.PHENO1.glm.linear	6	152994642	ARIC
SeqId_11135_5	MRPL55	Q7Z7F7	/data/Dutta_lab/aric/EA/SeqId_11135_5.PHENO1.glm.linear	1	228108275	ARIC
SeqId_11137_43	CSF2RB	P32927	/data/Dutta_lab/aric/EA/SeqId_11137_43.PHENO1.glm.linear	22	36913628	ARIC
SeqId_11138_16	RUNX3	Q13761	/data/Dutta_lab/aric/EA/SeqId_11138_16.PHENO1.glm.linear	1	24928798	ARIC
SeqId_11140_56	COL1A1	P02452	/data/Dutta_lab/aric/EA/SeqId_11140_56.PHENO1.glm.linear	17	50187122	ARIC
SeqId_11142_11	ANGPTL1	O95841	/data/Dutta_lab/aric/EA/SeqId_11142_11.PHENO1.glm.linear	1	178869278	ARIC
SeqId_11143_32	OLFM3	Q96PB7	/data/Dutta_lab/aric/EA/SeqId_11143_32.PHENO1.glm.linear	1	101837029	ARIC
SeqId_11144_10	DEFB116	Q30KQ4	/data/Dutta_lab/aric/EA/SeqId_11144_10.PHENO1.glm.linear	20	31308585	ARIC
SeqId_11145_72	KIAA1549L	Q6ZVL6	/data/Dutta_lab/aric/EA/SeqId_11145_72.PHENO1.glm.linear	11	33376083	ARIC
SeqId_11147_17	TREML1	Q86YW5	/data/Dutta_lab/aric/EA/SeqId_11147_17.PHENO1.glm.linear	6	41151620	ARIC
SeqId_11149_3	TLR1	Q15399	/data/Dutta_lab/aric/EA/SeqId_11149_3.PHENO1.glm.linear	4	38794633	ARIC
SeqId_11152_46	KLK13	Q9UKR3	/data/Dutta_lab/aric/EA/SeqId_11152_46.PHENO1.glm.linear	19	51064884	ARIC
SeqId_11154_3	NFE2L1	Q14494	/data/Dutta_lab/aric/EA/SeqId_11154_3.PHENO1.glm.linear	17	48048329	ARIC
SeqId_11155_16	COL6A5	A8TX70	/data/Dutta_lab/aric/EA/SeqId_11155_16.PHENO1.glm.linear	3	130345516	ARIC
SeqId_11158_40	CCDC64	Q6ZP65	/data/Dutta_lab/aric/EA/SeqId_11158_40.PHENO1.glm.linear	12	119989869	ARIC
SeqId_11160_56	RNF122	Q9H9V4	/data/Dutta_lab/aric/EA/SeqId_11160_56.PHENO1.glm.linear	8	33567128	ARIC
SeqId_11161_5	SPG20	Q8N0X7	/data/Dutta_lab/aric/EA/SeqId_11161_5.PHENO1.glm.linear	13	36312411	ARIC
SeqId_11162_37	EQTN	Q9NQ60	/data/Dutta_lab/aric/EA/SeqId_11162_37.PHENO1.glm.linear	9	27296740	ARIC
SeqId_11163_7	FAM162B	Q5T6X4	/data/Dutta_lab/aric/EA/SeqId_11163_7.PHENO1.glm.linear	6	116765719	ARIC
SeqId_11164_7	TENM2	Q9NT68	/data/Dutta_lab/aric/EA/SeqId_11164_7.PHENO1.glm.linear	5	167284799	ARIC
SeqId_11168_3	MEGF10	Q96KG7	/data/Dutta_lab/aric/EA/SeqId_11168_3.PHENO1.glm.linear	5	127290796	ARIC
SeqId_11173_29	MILR1	Q7Z6M3	/data/Dutta_lab/aric/EA/SeqId_11173_29.PHENO1.glm.linear	17	64449037	ARIC
SeqId_11174_8	THSD7A	Q9UPZ6	/data/Dutta_lab/aric/EA/SeqId_11174_8.PHENO1.glm.linear	7	11379755	ARIC
SeqId_11175_45	LPCAT2	Q7L5N7	/data/Dutta_lab/aric/EA/SeqId_11175_45.PHENO1.glm.linear	16	55509072	ARIC
SeqId_11177_16	KRT5	P13647	/data/Dutta_lab/aric/EA/SeqId_11177_16.PHENO1.glm.linear	12	52516196	ARIC
SeqId_11178_21	SVEP1	Q4LDE5	/data/Dutta_lab/aric/EA/SeqId_11178_21.PHENO1.glm.linear	9	110379378	ARIC
SeqId_11179_7	TSSK1B	Q9BXA7	/data/Dutta_lab/aric/EA/SeqId_11179_7.PHENO1.glm.linear	5	113434989	ARIC
SeqId_11180_17	SMARCC1	Q92922	/data/Dutta_lab/aric/EA/SeqId_11180_17.PHENO1.glm.linear	3	47610798	ARIC
SeqId_11185_145	GCH1	P30793	/data/Dutta_lab/aric/EA/SeqId_11185_145.PHENO1.glm.linear	14	54902446	ARIC
SeqId_11186_12	TMEM52	Q8NDY8	/data/Dutta_lab/aric/EA/SeqId_11186_12.PHENO1.glm.linear	1	1918797	ARIC
SeqId_11187_11	CLEC12A	Q5QGZ9	/data/Dutta_lab/aric/EA/SeqId_11187_11.PHENO1.glm.linear	12	9951316	ARIC
SeqId_11190_129	YME1L1	Q96TA2	/data/Dutta_lab/aric/EA/SeqId_11190_129.PHENO1.glm.linear	10	27136337	ARIC
SeqId_11192_168	TINAGL1	Q9GZM7	/data/Dutta_lab/aric/EA/SeqId_11192_168.PHENO1.glm.linear	1	31576485	ARIC
SeqId_11193_27	HNF1A	P20823	/data/Dutta_lab/aric/EA/SeqId_11193_27.PHENO1.glm.linear	12	120978543	ARIC
SeqId_11194_6	SIT1	Q9Y3P8	/data/Dutta_lab/aric/EA/SeqId_11194_6.PHENO1.glm.linear	9	35650470	ARIC
SeqId_11196_31	COL6A3	P12111	/data/Dutta_lab/aric/EA/SeqId_11196_31.PHENO1.glm.linear	2	237330180	ARIC
SeqId_11198_37	CREB3L1	Q96BA8	/data/Dutta_lab/aric/EA/SeqId_11198_37.PHENO1.glm.linear	11	46277662	ARIC
SeqId_11201_19	PUS1	Q9Y606	/data/Dutta_lab/aric/EA/SeqId_11201_19.PHENO1.glm.linear	12	131929200	ARIC
SeqId_11202_70	TBX5	Q99593	/data/Dutta_lab/aric/EA/SeqId_11202_70.PHENO1.glm.linear	12	114403898	ARIC
SeqId_11204_80	CXADR	P78310	/data/Dutta_lab/aric/EA/SeqId_11204_80.PHENO1.glm.linear	21	17513043	ARIC
SeqId_11205_10	ITGB7	P26010	/data/Dutta_lab/aric/EA/SeqId_11205_10.PHENO1.glm.linear	12	53192488	ARIC
SeqId_11207_3	MSR1	P21757	/data/Dutta_lab/aric/EA/SeqId_11207_3.PHENO1.glm.linear	8	16164251	ARIC
SeqId_11208_15	NAGPA	Q9UK23	/data/Dutta_lab/aric/EA/SeqId_11208_15.PHENO1.glm.linear	16	5028403	ARIC
SeqId_11211_7	TBCE	Q15813	/data/Dutta_lab/aric/EA/SeqId_11211_7.PHENO1.glm.linear	1	235328570	ARIC
SeqId_11212_7	TXNDC5	Q8NBS9	/data/Dutta_lab/aric/EA/SeqId_11212_7.PHENO1.glm.linear	6	7888961	ARIC
SeqId_11214_40	DNAJB9	Q9UBS3	/data/Dutta_lab/aric/EA/SeqId_11214_40.PHENO1.glm.linear	7	108569867	ARIC
SeqId_11215_6	CDH15	P55291	/data/Dutta_lab/aric/EA/SeqId_11215_6.PHENO1.glm.linear	16	89171748	ARIC
SeqId_11217_16	CTBP1	Q13363	/data/Dutta_lab/aric/EA/SeqId_11217_16.PHENO1.glm.linear	4	1213050	ARIC
SeqId_11218_84	TPMT	P51580	/data/Dutta_lab/aric/EA/SeqId_11218_84.PHENO1.glm.linear	6	18155077	ARIC
SeqId_11219_95	FGFBP3	Q8TAT2	/data/Dutta_lab/aric/EA/SeqId_11219_95.PHENO1.glm.linear	10	91909486	ARIC
SeqId_11220_53	C10orf105	Q8TEF2	/data/Dutta_lab/aric/EA/SeqId_11220_53.PHENO1.glm.linear	10	71719778	ARIC
SeqId_11223_1	TMEM154	Q6P9G4	/data/Dutta_lab/aric/EA/SeqId_11223_1.PHENO1.glm.linear	4	152641425	ARIC
SeqId_11226_16	UBE3A	Q05086	/data/Dutta_lab/aric/EA/SeqId_11226_16.PHENO1.glm.linear	15	25346031	ARIC
SeqId_11227_31	TBL2	Q9Y4P3	/data/Dutta_lab/aric/EA/SeqId_11227_31.PHENO1.glm.linear	7	73571394	ARIC
SeqId_11228_37	RIC3	Q7Z5B4	/data/Dutta_lab/aric/EA/SeqId_11228_37.PHENO1.glm.linear	11	8138425	ARIC
SeqId_11229_16	ERN1	O75460	/data/Dutta_lab/aric/EA/SeqId_11229_16.PHENO1.glm.linear	17	64054767	ARIC
SeqId_11231_12	FDX1L	Q6P4F2	/data/Dutta_lab/aric/EA/SeqId_11231_12.PHENO1.glm.linear	19	10315795	ARIC
SeqId_11237_49	PCOLCE	Q15113	/data/Dutta_lab/aric/EA/SeqId_11237_49.PHENO1.glm.linear	7	100602363	ARIC
SeqId_11239_49	TMPRSS6	Q8IU80	/data/Dutta_lab/aric/EA/SeqId_11239_49.PHENO1.glm.linear	22	37084825	ARIC
SeqId_11241_8	ASL	P04424	/data/Dutta_lab/aric/EA/SeqId_11241_8.PHENO1.glm.linear	7	66075800	ARIC
SeqId_11242_33	TGM1	P22735	/data/Dutta_lab/aric/EA/SeqId_11242_33.PHENO1.glm.linear	14	24255056	ARIC
SeqId_11243_90	ADGRF1	Q5T601	/data/Dutta_lab/aric/EA/SeqId_11243_90.PHENO1.glm.linear	6	47001972	ARIC
SeqId_11247_20	NAGS	Q8N159	/data/Dutta_lab/aric/EA/SeqId_11247_20.PHENO1.glm.linear	17	44004622	ARIC
SeqId_11248_43	UROS	P10746	/data/Dutta_lab/aric/EA/SeqId_11248_43.PHENO1.glm.linear	10	125795227	ARIC
SeqId_11252_30	LRCH4	O75427	/data/Dutta_lab/aric/EA/SeqId_11252_30.PHENO1.glm.linear	7	100576943	ARIC
SeqId_11254_13	PAPLN	O95428	/data/Dutta_lab/aric/EA/SeqId_11254_13.PHENO1.glm.linear	14	73237497	ARIC
SeqId_11257_1	QDPR	P09417	/data/Dutta_lab/aric/EA/SeqId_11257_1.PHENO1.glm.linear	4	17492508	ARIC
SeqId_11258_41	MADCAM1	Q13477	/data/Dutta_lab/aric/EA/SeqId_11258_41.PHENO1.glm.linear	19	489176	ARIC
SeqId_11260_47	SUN5	Q8TC36	/data/Dutta_lab/aric/EA/SeqId_11260_47.PHENO1.glm.linear	20	33004307	ARIC
SeqId_11262_39	TRABD	Q9H4I3	/data/Dutta_lab/aric/EA/SeqId_11262_39.PHENO1.glm.linear	22	50185915	ARIC
SeqId_11263_57	CASQ1	P31415	/data/Dutta_lab/aric/EA/SeqId_11263_57.PHENO1.glm.linear	1	160190575	ARIC
SeqId_11264_33	XDH	P47989	/data/Dutta_lab/aric/EA/SeqId_11264_33.PHENO1.glm.linear	2	31384395	ARIC
SeqId_11265_8	ALDH1A1	P00352	/data/Dutta_lab/aric/EA/SeqId_11265_8.PHENO1.glm.linear	9	72952962	ARIC
SeqId_11266_8	SELPLG	Q14242	/data/Dutta_lab/aric/EA/SeqId_11266_8.PHENO1.glm.linear	12	108624330	ARIC
SeqId_11270_17	CHCHD10	Q8WYQ3	/data/Dutta_lab/aric/EA/SeqId_11270_17.PHENO1.glm.linear	22	23766464	ARIC
SeqId_11273_176	GSTT2B	P0CG30	/data/Dutta_lab/aric/EA/SeqId_11273_176.PHENO1.glm.linear	22	23961153	ARIC
SeqId_11275_94	LRP1B	Q9NZR2	/data/Dutta_lab/aric/EA/SeqId_11275_94.PHENO1.glm.linear	2	140297969	ARIC
SeqId_11277_23	ATF6	P18850	/data/Dutta_lab/aric/EA/SeqId_11277_23.PHENO1.glm.linear	1	161766320	ARIC
SeqId_11278_4	COL11A2	P13942	/data/Dutta_lab/aric/EA/SeqId_11278_4.PHENO1.glm.linear	6	33177893	ARIC
SeqId_11279_42	GABBR1	Q9UBS5	/data/Dutta_lab/aric/EA/SeqId_11279_42.PHENO1.glm.linear	6	29605149	ARIC
SeqId_11280_6	GAD1	Q99259	/data/Dutta_lab/aric/EA/SeqId_11280_6.PHENO1.glm.linear	2	170813213	ARIC
SeqId_11281_6	GRB7	Q14451	/data/Dutta_lab/aric/EA/SeqId_11281_6.PHENO1.glm.linear	17	39737927	ARIC
SeqId_11283_13	DCAF5	Q96JK2	/data/Dutta_lab/aric/EA/SeqId_11283_13.PHENO1.glm.linear	14	69118194	ARIC
SeqId_11284_24	LAIR1	Q6GTX8	/data/Dutta_lab/aric/EA/SeqId_11284_24.PHENO1.glm.linear	19	54357347	ARIC
SeqId_11286_78	VIMP	Q9BQE4	/data/Dutta_lab/aric/EA/SeqId_11286_78.PHENO1.glm.linear	15	101277287	ARIC
SeqId_11287_14	CYB5A	P00167	/data/Dutta_lab/aric/EA/SeqId_11287_14.PHENO1.glm.linear	18	74261177	ARIC
SeqId_11288_26	NT5C2	P49902	/data/Dutta_lab/aric/EA/SeqId_11288_26.PHENO1.glm.linear	10	103094368	ARIC
SeqId_11289_31	CSNK1D	P48730	/data/Dutta_lab/aric/EA/SeqId_11289_31.PHENO1.glm.linear	17	82245113	ARIC
SeqId_11292_13	SCARA3	Q6AZY7	/data/Dutta_lab/aric/EA/SeqId_11292_13.PHENO1.glm.linear	8	27633868	ARIC
SeqId_11293_14	LRRN1	Q6UXK5	/data/Dutta_lab/aric/EA/SeqId_11293_14.PHENO1.glm.linear	3	3799431	ARIC
SeqId_11297_54	NOTCH2	Q04721	/data/Dutta_lab/aric/EA/SeqId_11297_54.PHENO1.glm.linear	1	119923905	ARIC
SeqId_11300_32	SORT1	Q99523	/data/Dutta_lab/aric/EA/SeqId_11300_32.PHENO1.glm.linear	1	109316927	ARIC
SeqId_11302_237	TNR	Q92752	/data/Dutta_lab/aric/EA/SeqId_11302_237.PHENO1.glm.linear	1	175406364	ARIC
SeqId_11303_7	SAMHD1	Q9Y3Z3	/data/Dutta_lab/aric/EA/SeqId_11303_7.PHENO1.glm.linear	20	36893066	ARIC
SeqId_11307_33	WWP1	Q9H0M0	/data/Dutta_lab/aric/EA/SeqId_11307_33.PHENO1.glm.linear	8	86342547	ARIC
SeqId_11308_8	CREB3L4	Q8TEY5	/data/Dutta_lab/aric/EA/SeqId_11308_8.PHENO1.glm.linear	1	153967534	ARIC
SeqId_11311_79	RAG1	P15918	/data/Dutta_lab/aric/EA/SeqId_11311_79.PHENO1.glm.linear	11	36510709	ARIC
SeqId_11312_40	PMS2	P54278	/data/Dutta_lab/aric/EA/SeqId_11312_40.PHENO1.glm.linear	7	6004006	ARIC
SeqId_11313_100	PCBD1	P61457	/data/Dutta_lab/aric/EA/SeqId_11313_100.PHENO1.glm.linear	10	70885899	ARIC
SeqId_11315_148	PPM1D	O15297	/data/Dutta_lab/aric/EA/SeqId_11315_148.PHENO1.glm.linear	17	60600183	ARIC
SeqId_11319_106	MRE11A	P49959	/data/Dutta_lab/aric/EA/SeqId_11319_106.PHENO1.glm.linear	11	94447300	ARIC
SeqId_11320_29	CHFR	Q96EP1	/data/Dutta_lab/aric/EA/SeqId_11320_29.PHENO1.glm.linear	12	132847802	ARIC
SeqId_11324_3	PXDNL	A1KZ92	/data/Dutta_lab/aric/EA/SeqId_11324_3.PHENO1.glm.linear	8	51340185	ARIC
SeqId_11325_8	BTG2	P78543	/data/Dutta_lab/aric/EA/SeqId_11325_8.PHENO1.glm.linear	1	203305491	ARIC
SeqId_11327_56	CLK2	P49760	/data/Dutta_lab/aric/EA/SeqId_11327_56.PHENO1.glm.linear	1	155269363	ARIC
SeqId_11328_9	USB1	Q9BQ65	/data/Dutta_lab/aric/EA/SeqId_11328_9.PHENO1.glm.linear	16	57999546	ARIC
SeqId_11330_15	CSNK2B	P67870	/data/Dutta_lab/aric/EA/SeqId_11330_15.PHENO1.glm.linear	6	31665236	ARIC
SeqId_11333_82	ARHGAP25	P42331	/data/Dutta_lab/aric/EA/SeqId_11333_82.PHENO1.glm.linear	2	68679601	ARIC
SeqId_11334_7	LILRB3	O75022	/data/Dutta_lab/aric/EA/SeqId_11334_7.PHENO1.glm.linear	19	54217698	ARIC
SeqId_11336_9	FANCF	Q9NPI8	/data/Dutta_lab/aric/EA/SeqId_11336_9.PHENO1.glm.linear	11	22625823	ARIC
SeqId_11338_49	BLK	P51451	/data/Dutta_lab/aric/EA/SeqId_11338_49.PHENO1.glm.linear	8	11486894	ARIC
SeqId_11342_59	PLXDC2	Q6UX71	/data/Dutta_lab/aric/EA/SeqId_11342_59.PHENO1.glm.linear	10	19816239	ARIC
SeqId_11347_9	TALDO1	P37837	/data/Dutta_lab/aric/EA/SeqId_11347_9.PHENO1.glm.linear	11	747415	ARIC
SeqId_11348_132	P4HA2	O15460	/data/Dutta_lab/aric/EA/SeqId_11348_132.PHENO1.glm.linear	5	132193568	ARIC
SeqId_11350_30	STUB1	Q9UNE7	/data/Dutta_lab/aric/EA/SeqId_11350_30.PHENO1.glm.linear	16	680224	ARIC
SeqId_11351_233	NHEJ1	Q9H9Q4	/data/Dutta_lab/aric/EA/SeqId_11351_233.PHENO1.glm.linear	2	219124764	ARIC
SeqId_11352_42	TTN	Q8WZ42	/data/Dutta_lab/aric/EA/SeqId_11352_42.PHENO1.glm.linear	2	178651516	ARIC
SeqId_11354_21	PLCB1	Q9NQ66	/data/Dutta_lab/aric/EA/SeqId_11354_21.PHENO1.glm.linear	20	8077251	ARIC
SeqId_11355_10	EIF5A2	Q9GZV4	/data/Dutta_lab/aric/EA/SeqId_11355_10.PHENO1.glm.linear	3	170908598	ARIC
SeqId_11356_19	DGCR14	Q96DF8	/data/Dutta_lab/aric/EA/SeqId_11356_19.PHENO1.glm.linear	22	19144633	ARIC
SeqId_11358_15	GRB10	Q13322	/data/Dutta_lab/aric/EA/SeqId_11358_15.PHENO1.glm.linear	7	50595840	ARIC
SeqId_11360_39	RRM1	P23921	/data/Dutta_lab/aric/EA/SeqId_11360_39.PHENO1.glm.linear	11	4094707	ARIC
SeqId_11361_73	TYMP	P19971	/data/Dutta_lab/aric/EA/SeqId_11361_73.PHENO1.glm.linear	22	50526337	ARIC
SeqId_11363_58	AQP4	P55087	/data/Dutta_lab/aric/EA/SeqId_11363_58.PHENO1.glm.linear	18	26862176	ARIC
SeqId_11364_18	MFN1	Q8IWA4	/data/Dutta_lab/aric/EA/SeqId_11364_18.PHENO1.glm.linear	3	179347709	ARIC
SeqId_11365_17	TENM4	Q6N022	/data/Dutta_lab/aric/EA/SeqId_11365_17.PHENO1.glm.linear	11	78702004	ARIC
SeqId_11368_32	AK2	P54819	/data/Dutta_lab/aric/EA/SeqId_11368_32.PHENO1.glm.linear	1	33012357	ARIC
SeqId_11369_23	ADH5	P11766	/data/Dutta_lab/aric/EA/SeqId_11369_23.PHENO1.glm.linear	4	99080023	ARIC
SeqId_11370_20	INPP5E	Q9NRR6	/data/Dutta_lab/aric/EA/SeqId_11370_20.PHENO1.glm.linear	9	136439823	ARIC
SeqId_11372_2	ZNF18	P17022	/data/Dutta_lab/aric/EA/SeqId_11372_2.PHENO1.glm.linear	17	11991013	ARIC
SeqId_11375_49	FOXL2	P58012	/data/Dutta_lab/aric/EA/SeqId_11375_49.PHENO1.glm.linear	3	138947137	ARIC
SeqId_11377_19	ADH7	P40394	/data/Dutta_lab/aric/EA/SeqId_11377_19.PHENO1.glm.linear	4	99415874	ARIC
SeqId_11378_37	SYK	P43405	/data/Dutta_lab/aric/EA/SeqId_11378_37.PHENO1.glm.linear	9	90801787	ARIC
SeqId_11380_84	RBM24	Q9BX46	/data/Dutta_lab/aric/EA/SeqId_11380_84.PHENO1.glm.linear	6	17281361	ARIC
SeqId_11382_5	BLVRA	P53004	/data/Dutta_lab/aric/EA/SeqId_11382_5.PHENO1.glm.linear	7	43758680	ARIC
SeqId_11383_41	KRT7	P08729	/data/Dutta_lab/aric/EA/SeqId_11383_41.PHENO1.glm.linear	12	52232520	ARIC
SeqId_11387_3	ATF6B	Q99941	/data/Dutta_lab/aric/EA/SeqId_11387_3.PHENO1.glm.linear	6	32120019	ARIC
SeqId_11388_75	WFDC2	Q14508	/data/Dutta_lab/aric/EA/SeqId_11388_75.PHENO1.glm.linear	20	45469753	ARIC
SeqId_11390_24	CA8	P35219	/data/Dutta_lab/aric/EA/SeqId_11390_24.PHENO1.glm.linear	8	60232673	ARIC
SeqId_11391_69	MVK	Q03426	/data/Dutta_lab/aric/EA/SeqId_11391_69.PHENO1.glm.linear	12	109573255	ARIC
SeqId_11395_5	PTK2B	Q14289	/data/Dutta_lab/aric/EA/SeqId_11395_5.PHENO1.glm.linear	8	27311482	ARIC
SeqId_11396_39	DNAI1	Q9UI46	/data/Dutta_lab/aric/EA/SeqId_11396_39.PHENO1.glm.linear	9	34457414	ARIC
SeqId_11401_181	RNF146	Q9NTX7	/data/Dutta_lab/aric/EA/SeqId_11401_181.PHENO1.glm.linear	6	127266610	ARIC
SeqId_11402_17	KMT2C	Q8NEZ4	/data/Dutta_lab/aric/EA/SeqId_11402_17.PHENO1.glm.linear	7	152155005	ARIC
SeqId_11405_150	CARD9	Q9H257	/data/Dutta_lab/aric/EA/SeqId_11405_150.PHENO1.glm.linear	9	136367630	ARIC
SeqId_11406_82	ACAD8	Q9UKU7	/data/Dutta_lab/aric/EA/SeqId_11406_82.PHENO1.glm.linear	11	134253495	ARIC
SeqId_11407_57	PLSCR3	Q9NRY6	/data/Dutta_lab/aric/EA/SeqId_11407_57.PHENO1.glm.linear	17	7393482	ARIC
SeqId_11416_23	FBXL4	Q9UKA2	/data/Dutta_lab/aric/EA/SeqId_11416_23.PHENO1.glm.linear	6	98947946	ARIC
